epoch,train_loss,test_loss,learning_rate
72,0.07775671011768281,0.11876895814202726,1.894751250743987e-05
73,0.07736952719278634,0.1191095132380724,1.776506266647925e-05
74,0.07714413217036054,0.11993253184482455,1.661491825652992e-05
75,0.07661306849331595,0.11999575118534267,1.549821433126591e-05
76,0.07696770047186874,0.12034117081202567,1.4416052942640147e-05
77,0.0764786895015277,0.12045524595305324,1.3369502053292257e-05
78,0.07663134834729135,0.12086882092989981,1.2359594482598444e-05
79,0.07583189435536042,0.1216211502905935,1.1387326887403332e-05
80,0.07629314696532674,0.12112644035369158,1.0453658778440112e-05
81,0.07678061351180077,0.12144387001171708,9.5595115734092e-06
82,0.07606935943476856,0.12175049097277224,8.70576768765027e-06
83,0.07588856868096627,0.12150711473077536,7.893269663304789e-06
84,0.07555597828468308,0.12161691416986287,7.1228193378287565e-06
85,0.07603501717676409,0.12203571340069175,6.395177052675798e-06
86,0.07590909433201887,0.12225040956400335,5.711060902932045e-06
87,0.07549985920195468,0.1226282985880971,5.071146028642947e-06
88,0.07504873775178567,0.12276859814301133,4.476063948531561e-06
89,0.0752314722922165,0.12274923361837864,3.926401936765843e-06
90,0.07496661850018427,0.12254858785308897,3.4227024433899027e-06
91,0.07587322182371281,0.12267587124370039,2.9654625589913256e-06
92,0.07525150873698294,0.12274577864445746,2.5551335241327686e-06
93,0.0754635033372324,0.122814612230286,2.1921202840320086e-06
94,0.07576310524018481,0.12294454709626734,1.8767810889299092e-06
95,0.07542069544433616,0.12296169274486601,1.6094271405406865e-06
96,0.07564361087861471,0.12310941820032895,1.3903222849333511e-06
97,0.07588982643210329,0.12317823898047209,1.2196827521475405e-06
98,0.07511171072837897,0.12322827847674489,1.097676942800558e-06
99,0.0749052329629194,0.12318690866231918,1.0244252618962857e-06
100,0.0754055003344547,0.1231896139215678,1e-06
